prompt,target
"Title: Vivid dreams? Meetings with Michael? Auras? Nope.
Review: The first time I took these, I followed directions, took one pill after dinner. Result? I was awake until about five in the morning. So now I take one pill in the morning. And I looked up the ingredient to see what other purveyors had to say - and guess what? This is for digestive issues! Which I wasn't really aware I had, but these pills do seem to be helpful. And I would assume if you have digestive issues weighing you down, you are less likely to see auras. Anyway, these guys get a lot of credit for creativity, it's a good product, and, although I won't take three a day, I'll keep taking it. Or maybe I should try three, and see what happens....",1
"Title: So simple...so easy
Review: easy way to put scary-sharp edges on your plane blades and chisels.  I use spray adhesive to glue wet-or-dry emery paper, different grits,  to sheets of plate glass.<br /><br />Go to any glass shop, many have odds & ends.  They'll make you a couple of 8&#34; x 16&#34; pieces with rounded edges, cheap.  You can glue a half sheet of paper to each side, giving you four grits.<br /><br />Takes very little time to create a world-class edge.  You will be amazed at what a very sharp chisel can do.  Or plane.<br /><br />Amazed.",1
"Title: This is the set that solved an expensive problem!
Review: We were faced with updating an old WOLF stovetop, replacing the worn-out burner knobs with a $150.00 set of knobs from a dealer/wholesaler.  There had to be a better way.<br /><br />We found this alloy knob set is durable, handsome and unique, in that the knob adapter disc on the underside can be reversed (from up-facing ""D"" to down-facing).  This feature allows these knobs to fit our WOLF stovetop, which has valve stems that are opposite of many other manufacturers.  This is the set that solved an expensive problem, so we are grateful!",1
"Title: Extremely disappointing.
Review: I purchased this for my son's 2nd birthday, he loves Superwhy. I had to scramble and purchase other balloons on his birthday. There are a significant issues with this product. 1) the green balloons are so thin they pop nonstop. I had to rush out to purchase more. They did not pop in transit, they popped while no one was around. So it was either a ghost popping them or the fact that they are extremely low quality balloons. When I had them inflated, I was told that they would not fully fill them with air as the quality was poor. If they pop when the child is around, it could be extremely frightening.2) the star balloons do not look anything like they are pictured. Extremely disappointing.",0
"Title: Doesn't Flatter the Air Force
Review: Look closely at the picture. See how the emblem seems to look smeared? That's how it will be when you get it. Also, it's quite small and, for the cost, the two you get aren't worth the money. I wrote this company and have never heard back. It does not say this isn't in Air Force Blue which was my expectation so I guess what I got does resemble the photo.<br />I've bought quite a number of temporary tattoos for far less money got a better product and more of what I'd ordered as opposed to what I got from this firm.",0
"Title: Worthless, frustrating, disappointing wast of money
Review: Even one star is too many!! This product seems to be a worthless, frustrating, extremely disappointing waste of money. The loops are impossibly poor quality, and the loom is poorly designed. As an adult, I had enormous difficulty making a potholder, it took a couple hours, the tooo tight loops kept popping off the too small posts on the loom. Weaving the last few loops on was an enormous challenge because of the tightness of the nearly finished potholder. My grand daughter simply couldn't do it. I skipped some posts on the 2nd one, and that worked better.<br /><br />Crocheting the potholder off was even worse, and had I not been so determined to complete the potholder, I would have given up an hour or so earlier. Perhaps the too short posts",0
"Title: Far Better than Two Stars
Review: I'm sorry that the first reviewer wasn't happy with this product... but she did mention that using several did work... and that's the trick!  I bought the dark color first, then bought the blond set.  My hair is straight and very long and I suspect that these pins work best with longer hair.  My hair color is silvery blond with very dark under-color at the nape of my neck.  I twist in the dark spirals from the bottom of bun upwards and then twist in two blond spirals from the top downwards.  I angle the spirals to match whatever configuration my loosely twisted bun happens into... I have tried for a long time to get that casual up-do look but this is the first (and only) product that works for me and lets me feel comfortable enough to actua",1
"Title: Poor quality
Review: I am 5'4, 120 pounds, and went with size small. Figured I would try these, since I love Skechers GoWalk Leggings. But these were awful and I returned them right away. The fit was not flattering like it is with the leggings. These didn't have enough fabric from the waist to crotch, and caused a bad wedgie. May work if you have a super short torso, but I thought the fit on these was disappointing for Skechers brand which I normally love. The material was also rigid and not soft/buttery like their leggings are.",0
"Title: DEFINITELY MAKES A DIFFERENCE!
Review: I take it with a probiotic with my lunch and helps quell any tummy or digestive problems.  I only take two if a big or fatty meal.<br /><br />The probiotic wasn't doing it alone, although it helped a lot, it didn't help me DIGEST the food like a digestive enzyme(s).<br /><br />Eating smaller meals, watching &#34;trigger&#34; foods, and one to two digestive enzymes with a meal made A WORLD OF DIFFERENCE!<br /><br />I no longer take need Prilosec or another med.<br /><br />OH PS....MUCH more cost effective to get the 240 count, which I just ordered.  AND I LOVE they have a vegetarian version!",1
"Title: Heavy duty ashtray molds
Review: This is a really nice set of molds.  I was especially interested in the ashtray molds, and happy to see they are a nice size and good quality.  Furthermore, they release well.  One thing I notices is that the opposite side of the round ashtray can even be used to make a good size (6 cm) round disc that you can turn into a pendant or badge so that is an added plus.  The agate tray mold with this set is nice and shiny on the inside so should make for a wonderful cured surface.  Not sure I will be using that mold for anything.  With regard to the herb grinder molds, there are a lot of small diamonds to pour into so you'll really have to be double check that you don't have any bubbles in any of the little diamonds.  Overall, I am quite happy wi",1
"Title: So Applelly Tasting!
Review: As of this review I don't know what the price is on these apple-flavored popping boba pearls so I can't consider that in this review.  That said, I think these are really good (probably not all that good for you, but still tasty), and go great in iced teas.  They burst so easily releasing a little amount of watery, sweet apple goodness.  The container they come in says, ""After opening intended for immediate consumption"", but there's no way we can eat all these at one time so they're going into the fridge for later.  I like these and love how they feel in my mouth when they burst open - very refreshing.",1
"Title: Bleh..
Review: Got the cover, opened, attempted to put it on....instant disappointment! The interior pink shell wouldn't clip together and the rubber on the outside doesn't in the slightest way fit snug around the shell. (maybe someone else had success but not me lol). This was just a hot messof cheapness. (get what you pay for) and I sent it back and got a full refund. The seller was fine and worked with me to fix the problem so no complaints there. But if the product could have a zero star option, that's what it would get.",0
"Title: Just as pictured
Review: These are very useful bins. They are very versatile and can be used for a wide variety of things. They are just as pictures. Do note that they have pretty big holes on the sides so something small could come out. You do need to use them to store things that are bigger so nothing falls out of those holes. I do wish they were a little smaller.<br /><br />It feels very well made. It stayed together nicely. It comes fully assembled. It has handles, which are convenient. I am letting my kids use them to help clean up their dolls.<br /><br />This one is a nice white, which is very versatile and would fit in many places. It would be good for the home or office. I would recommend them.",1
"Title: Beautiful dress
Review: This is a really beautiful dress. It is made with that delicate material that falls apart if washed too often, so I suggest hand washing and drying rather than machines (if you have ever had one of those awesome hippie dresses, you know what I mean- they unravel after two washings). The fit is beautiful and it is a very flattering dress. In fact, I am ordering it in another color. The one thing I wish I could change is the length. It is a little too short. And I am only 5'5&#34;. I wish it had at least another inch. I like my long dresses to really come down as far as possible without stepping on them. This brushes above my ankles. Still, love the dress!",1
"Title: The quality is very good and the comfort level surpasses my expectation
Review: bought this because needed a new pair of gaming headsets. I previous owned a pair of Astros before and I was already familiar with this brand. The quality is very good and the comfort level surpasses my expectation. But like any gaming headset it does get uncomfortable in long gaming sessions. The padding around the earmuffs are really comfortable and is like a memory foam and the same material on the top where it rests on your head. The wires are long enough to reach a good amount  of space and the sound quality is good. Best bet before buying is going to a bestbuy and trying them out for yourself. Their are other headsets that are good for lesser.",1
"Title: Used this snorkelling mask for teaching swim lessons!!
Review: I actually hadn't used this snorkel mask at all since I purchased it a couple months ago for an eventual snorkelling trip at some point, but well, I used it the other day (in a modified fashion with the snorkel removed), as a Full face water proof mask to great effect, for a swim lesson ! Honestly, the more I thought about it, YMCA and other community Pool swim lessons could definitely consider using such a type full-face snorkel mask as a means to legitimately market their functioning swim lesson programs and teach them accordingly within an acceptable margin of safety!  imho ...",1
"Title: A most comforting aid to prayer and meditation
Review: I keep another, purchased years ago from the Solitaries of DeKoven, at my bedside.  What prompted this purchase was the round cross that makes it easy to slip in an out of my pocket without getting caught on fabric or pocket contents.  Holding and moving through the circle of beads is a way to touch the prayers.  In addition, not long ago Bishop Andrew Doyle encouraged the visible wearing of prayer beads in response to the approval of open carry on college campuses in Texas.  i have endeavored to do just that ever since.",1
"Title: This did not work for overly excited 30lbs mix
Review: We adopted a 2 year old mix just over a year ago. Shes the best dog but the worst on a leash. When we first adopted her she had never been on a leash before, therefore had zero manners.  Now, a year later, she has one speed, RUN. Whether it's to from from our walk she pulls thr worst I've ever seen and has only gotten worse. We tried this walker (and about 4 others) and this has been the least effective. Within a minute of having it on and ripped it off, I put it on again and attempted to walk, nope, thankfully I brought an addition leash attached to her collar just incase she got off and I'm so glad I did or she qouldve been a goner.",0
"Title: keep right on playing through the mirror over the water
Review: thank the stars henry threadgill is back recording music, after a half-decade hiatus following his getting dropped from columbia jazz.  i should also note that these are the first two releases on a new and promising jazz label, pi recordings.<br />this disc and &quot;up popped the two lips&quot; are about what you'd expect from threadgill -- that is to say, they're quite unlike anything you've ever heard before, from threadgill or anyone else.  UPTTL, in particular, with the new all-acoustic &quot;zooid&quot; configuration (reeds, guitar, oud, cello, tuba and drums) presents a delightful new sound.  i won't bother trying to describe the music -- i can't think of any other musician on the scene whose art is so slippery to try and capture wit",1
"Title: Cozy and pretty!
Review: This blanket looks just like the photo in ad. The off white is creamy and the subtle brown looks pretty against it. The black print is only on 1 side. The fringe is about 4 inches long. All the weaving is even and the knots are tight. When I unpacked this, I was nervous about any off-smell. This company is hit or miss with “shipping smells”. There was none though! It could be used right out of the packaging. I love that it’s 100% cotton. It traps all the warm air in and keeps you cozy. The neutral brown can go  with gobs of interior color schemes. Farmhouse, Tuscan, Classical French, Transitional. Very versatile!",1
"Title: NOT for newborns/infants
Review: Inflatable cushions only held air the first two times we used the tub. We have a double under-mount sink in our kitchen so we cannot place it in our sink but rather have to have it on the counter and it just barely fits (if you have it so the baby is facing you). It's slippery and so it's really difficult to support a newborn with one hand while you try to maneuver bath products and a wash cloth with the other. We'll keep it and use it for our son in the bathtub when he's able to sit by himself but even then I'm concerned about the slippery nature of the plastic...<br /><br />Now I have to buy another baby bathtub and I'm thinking about the kind with the mesh hammock feature.",0
"Title: Fits my Lenova X1 Carbon in the lock space
Review: I was stunned to find this actually fit the lock space on my Lenova X1 Carbon, I bought this refurb about 2 years ago and wasn't even sure what that spot was for. It seems really solid. I'm pondering if the adhesive might still be a better option as it feels like you could snap this out of the cheap plastic computers are made of fairly easily. My computer sits at easy access to a door and a grab and run is possible. It's not the machine anyone cares about it's what ON the machine that is troubling. But I'm very happy with this purchase!",1
"Title: Awful, just awful.
Review: Even though the container itself has no flaws and manages to hold gas, I have to give this one star. I really do hate it.  They've managed to make this relatively simple process overly complicated and dangerous.<br /><br />After getting it in the mail, I drove up to the local gas station and filled it up. I of course stored the spout the way you normally would, inside the container, with the provided dust cap in-place. I drove back home to gas up my mower.<br /><br />I pulled out the spout, flipped it around, put the dust cap aside and was ready to pour. &#34;Hmmm... how in the heck do I do this?&#34; The safety spout was a nightmare. You have to twist it and then push down on the top of the spout. The way they instruct you to do this is wi",0
"Title: So much fun!
Review: Like a lot of people, we've spent most of 2020 at home, social distancing. One of my favorite new hobbies this year is cross stitching. I've only done a couple so far, but I really like this set the best so far! The colors are pretty and the quality of the materials is good. It will take quite a while for me to finish three, so I consider it an excellent value!!!<br />This set comes with (almost) everything you need to get started. But if you're new to cross-stitching, I would strongly recommend picking up a needle threader. You can get them on here or I saw them for only a dollar in my local box store's sewing section. A threader will save you so much time and stress, plus will ensure this project remains fun!",1
"Title: An Episode of Horrible Bosses Christmas Edition
Review: Charles Dickens couldn't have written a better version of Scrooge. I love Christmas carols and MM Christmas stories. I also enjoy re-watching the traditional favorites annually on TV as I write up my reviews. My darker side is showing as I also watch Homicide for the Holidays, Snapped, Forensic Files, and Deadly Women marathons. I graduated with a Bachelor's in Criminal Science so my interest in murder is longstanding. I've been reading a lot of True Crime lately, but this book's cover caught my eye immediately. Two gorgeous men, a pile of Christmas presents, and of utmost importance the Long-haired Dachshund in the Santa hat.<br /><br />I don't know about being the boss of Christmas, but my Dachshunds are the bosses of my house. They are a",1
"Title: Track listing:
Review: This is a two disc promotional album distributed by Best Buy.<br /><br />Disc 1:<br /><br />01 Ozzy Osbourne - Mr Crowley<br /><br />02 Coal Chamber - Sway<br /><br />03 Limp Bizkit - Counterfeit<br /><br />04 Sevendust - Bitch<br /><br />05 Kilgore - TK-421<br /><br />06 Soulfy - Bleed<br /><br />07 Megadeth - I'll Get Even<br /><br />08 Monster Voodoo Machine - Stealth M.F.<br /><br />09 Motorhead - Don't Let Me Die<br /><br />10 Incubus - New Skin<br /><br />11 Slayer - Stain Of Mind<br /><br />12 Fear Factory - Shock<br /><br />13 Vison Of Disorder - Landslide<br /><br />14 Life Of Agony - Tangerine<br /><br />15 Cold - Go Away<br /><br />Disc 2:<br /><br />01 Rob Zombie - Superbeast<br /><br />02 Monster Magnet - Powertrip<br /><br />0",1
"Title: 2:00 a.m. writing this because I'm angry- Just finished the books
Review: This was a tedious read that came to an unsatisfactory (rather non)conclusion. Someone has compared the author to JRR Tolkien, I would never put these books in the hands of young readers. The books are salacious, vivid in sexuality, with liberal usage of the &#34;F&#34; word. If you like books flavored thusly then go ahead and read, I found it annoying. I plowed through these books in the hopes of finding out who would win the game of thrones **SPOILER ALERT** there is no winner, the author does not see fit to give his loyal readers any conclusion and leaves all the characters hanging in the wind. It is almost as if he just got tired of writing his story so he just labeled the last chapter he wrote as &#34;Epilogue&#34;. I am sorry I wasted",0
"Title: This book shows that some socipaths do feel pain-albeit only that of their own emptiness
Review: Jackie Overton (AKA Samuel Jacob Cooper, and a very long list of other known aliases) is a classic example of an ethically bankrupt predator: a soulless sociopath who self-medicates her lack of an inner self by serial and overlapping exploitation of vulnerable others.<br />Her cons are played out through obsessive manipulation of the emotions of those who have what she craves most: a life.<br />Her book transparently reveals her heavy embellishment of the details of her deception of Sister Wife Meri Brown. Much of the book is clearly composed of outright lies. The lies are repetitive, tedious and often internally inconsistent. The author doesn't care. Not about the pain she causes, not about anyone, except herself, and filling the hollow em",0
"Title: GREAT MAGAZINE
Review: Years ago I subscribed but, it got too expensive. All magazines have sponsors, ad rates are set by number of subscribers. It does not cost a fortune to send out a magazine by mail ~EVEN less via the internet yet the price between paper copy and electronic cope remains close to the same. Screw that! No paper, no printing costs, not postal costs and yet they want to same or nearly that same money as a print copy!  No, I won' do it. Magazine publishers are so greedy!<br />I would pay $7.00 to $10.00 a year for  12 magazines; half that for 6 issues per 12 month; for ever. I like WW2, Military History, Popular Science and others; the point is electronic issues cost NOTHING to distribute yet the publishers fail to pass the savings on to the consu",1
"Title: Pin got stuck and box can't be opened
Review: A couple of years ago I bought two &#34;Currently Vaults&#34; directly from Bits and Pieces. Even after all this time the mechanism still works flawlessly. It's a great way to give cash presents. When I saw that I can buy these from Amazon and get free shipping, I ordered another &#34;Currency Vault&#34;. Upon opening the package I immediately saw that the box contained what appeared to be unfinished pieces where the locking mechanism is. I put money into the box but when I tried to open it the next day, it wouldn't open. The pin appeared to be stuck. My last resort was to break it open and - surprise - the pieces that broke off were exactly the ones that were unfinished looking. Maybe Amazon is selling the low quality seconds or items that",0
"Title: A Waste Of Hard Drive Space And Money
Review: This review is for, &#34;Avanquest Fix-It Utilities 12 Professional&#34; First off I should have looked up any problems this program may be having. If you do a Google search for problems, you'll see there really isn't any real good solutions to problems, users are having with this. I installed the full version of this, it does give you options to choose what you want to load. After I started the program I wanted to download the latest updates and virus definitions. Told me it couldn't connect to get updates, ok server was busy or something, at 2 am in the morning? Finally, after several tries and a day or so later, I was able to download the updates. Right away I noticed my shut down time nearly tripled, so I checked the registry for any ch",0
"Title: I immediately slept more soundly with no downside.
Review: This worked immediately for me. I sleep more soundly than I have in years and I see no downside to it, but I would caution that it is not a solution to all of your problems, only a piece of the puzzle to improve your health.<br /><br />Personally, I lay the pad between the bedsheets under my bare legs, so there is direct skin contact. My wife just places it in the bed and sleeps on it with pajamas. She says it helps her sleep, but nothing phemnomenal. I think the more direct skin contact you have the more likely you will see results.",1
"Title: VERY DANGEROUS TO PEOPLE AS WELL AS RATS
Review: I have used Victor spring mouse traps without any problem but the rat traps were another matter. The springs are so strong it is difficult to keep the wire snap trap open while it is being set. Victor tells users to hold each side with a thumb while setting the trap. But if a user is using both thumbs to hold each side, the user doesn't have a third hand to hook the trap holder to the catch. And if the user tries to hold the trap open with one thumb, it takes only a couple of seconds until the powerful spring forces the user to release the trap. In my case I was attempting to manipulate the hook into the catch when the trap gave way and the force of the trap closing drove the hook wire right into my thumb even though I was holding the hook ",0
"Title: One brilliant, original work
Review: This is Scott-Heron at his best, even on his first release. Add this to 'Pieces of a Man', 'Free Will', and 'Winter In America' and you have enough brilliant, groundbreaking work for several acts. The consistency of the tracks here, and his delivery of biting, no-punches-pulled commentary are dead on. Nothing was quite like Gil Scott-Heron before. and his work is still vibrantly relevant and needed today. As for Michael Ruby's remark about Scott-Heron becoming 'the very name-calling oppressor he speaks out against', Ruby is a fool He completely misses what the man was doing. Yet another liberal with socially-constrained guilt manipulating his thought. Get his. you will NOT be sorry.",1
"Title: SW Worthy effort
Review: Some may think SW carries on a bit too long with a musical idea and merely extends to take up time to sell suckers out there product...All I know is that for me when I like an artist I tend to like everything they put out. That may have  come about as habit from the days when we listened to vinyl, we always just listened to the entire thing every time it's turn came around on the turntable. Wilson has a truly amazing amount of work out there....mind blowing actually.  IEM would not be for the impatient or easily bored listener but if one likes anything else SW has put out then I'm thinking they would like this...hard telling not knowing but I love this stuff because even though it seems hastily put together to some I think it ALL just works",1
"Title: I have generally thought that good writing is good even if the ending is lousy ...
Review: Offensive and unrealistic characters. I never believed I would give a one-star review largely because an ending. I have generally thought that good writing is good even if the ending is lousy and that is true. The writing here isn't terrible and thought the pace is slow you can roll with it if you aren't in a hurry and don't have a lot of better things to read. But there are some very offensive characterizations, primarily a very negative characterization of a person with a disability. It was pretty obvious from the beginning that this character would turn out to be positive, so I held out hope. But then the author simply cured the disability and thus the character became positive. Hence a disabled character is still deemed unlikeable and u",0
"Title: Battery defective and now brain defective.
Review: Bought as Christmas gift. 10 yr old was so excited to build it and didn't have any trouble assembling! However, we discovered we were shorted a screw, but luckily could use an excess screw similar in size....THEN came the problem of downloading the software update. On our Macs: it just wouldn't recognize the &#34;brain&#34; on the laptop. Tried the iMac, and after a couple of attempts connecting it to the computer, it finally recognized the brain unit and was able to run the update, even though it crashed several times during the process. THEN we tried charging the battery. Twice we waited till the light turned green, but the robot would come on for a few seconds, declare he was tired, needed charging and shut off. Battery is defective and ",0
"Title: Big piece of junk
Review: Had an older model that worked great for 5 years so I decided to order another pet safe fountain.  This one lasted only 2 months.  The pump is nothing more than a BIG PIECE OF JUNK!  I took the fountain apart , as I have always done once a week, for the past 5 years and when I put it back together the pump works, but no longer pumps strong enough to push the water so that it will circulate.  I tore it apart again, looking for any obstruction that might be slowing it down and found nothing.  PET SAFE, you have become like every other USA company since buying out everyone else, a big piece of junk!  Will no linger buy ANY pet safe product again!",0
"Title: GARBAGE! DON’T WASTE YOUR MONEY!
Review: Every time I’ve used the microphone it has lost connection in the middle of a song.  I mean EVERY SINGLE TIME, and I was stationary and less than 8’ from the speaker.  Sound quality is POOR, there is a distinct high-pitched ringing coming from the speaker at all times and it will drive you crazy.  If you attempt to utilize the speaker to its full 200-watt capacity you will hear crackling that will compel you to turn it down.  I have a 50-watt Bluetooth speaker that is leaps and bounds above this garbage in every way possible, and I’m kicking myself for not returning this when I had the chance.<br /><br />UPDATE: 16 March 2023 - Still a heaping pile of garbage.  Can’t get through one song without the speaker crackling.  This was my worst pur",0
"Title: huge hit for a few minutes, then stopped working :(
Review: My parents purchased these for my son's birthday at a local retail store. We all watched as my adult brother and my son played. They were a huge hit for the few minutes they lasted until the red remote stopped working, leaving a very a very disappointed eight yr old. We changed batteries etc nothing helped so I returned the boxers to the local retail where purchased. I explained to the cashier, planning on exchanging for same toy. The cashier said I will give your money back these toys are junk! I have had so many returns.<br />I see that these have decent reviews on here, so maybe they just got a bad batch Idk. My experience was not great at all.",0
"Title: pretty swaddle blanket w/ headband, gifting ready, multi purpose beyond swaddling too
Review: Really nice set makes for a beautiful gift. Smooth, flat, thin, lightweight (but dense knit) attractive swaddle blanket and matching baby head band. The material which is made from 95% Viscose from Bamboo, 5% Spandex makes for a super stretchy and vibrant blanket. The generous 44"" x 44"" size makes it functional for purposes beyond swaddling.<br /><br />Well packaged, totally ready for giving as a gift.<br /><br />I have the design in ""Alexa"" which is a very pretty blue flower pattern on a cream background.",1
"Title: Is this really human hair? This hair is not soft!
Review: [[VIDEOID:4edc7e182a1618d4ebfaa94c57c9ea8e]] The pros: The density and length are good. The cons: This hair is not a good quality. From my experience of human hair - this wig seems more like synthetic hair. The price is not worth it for this quality of hair. I styled the hair the same way as I do with all my human hair wigs, but this did not respond the same. I am really into soft hair and this hair is not soft. For this price point, it should be a better quality of human hair. I would not recommend this wig.",0
"Title: More Norton Junk
Review: Although it's a bit of an improvement over previous versions, Norton still holds the title as the biggest resource hog for PCs.  I bought this to give them a chance after many years of avoidance.  I only kept it installed for about 1 week as it continued to cause one system issue after another.  If you are running Vista or Windows 7, the firewall built into the OS is excellent.  All you need is a free anti-virus product such as AVG Free and you are set to go without all of the memory and CPU overhead demands on your PC and you are still very well protected.  Other than the one week of trying this Norton product, I've been running the Vista/AVG combo for 2 years without a single Spyware or virus issue.  Do yourself a favor and give it a try!",0
"Title: Great set
Review: The paints in this were very nice. It really comes with a lot. You get so many colors. You can create something very nice. The quality was pretty good. They all worked fine. It came with a nice case.<br /><br />We really like art. I would much prefer them doing something than watching something. It is so important for them to be able to use their creativity.<br /><br />It is nice because they can spend the time doing it. They are excited when they make something themselves. They love to make new art.",1
"Title: Byebye, deceptive Dreamfields
Review: People are still buying this because of its former reputation as a low-carb pasta.  It's time for those people to wake up.  It doesn't work the way that was claimed. Look up &#34;Dreamfields lawsuit&#34;. There was a lawsuit settled in 2014.  Customers led by the claims on packages with &#34;glycemic index&#34; and/or &#34;digestible carbs&#34; got a little money.  Note the wording on the packages now.<br /><br />Maybe, as the manufacturer claimed, the pasta is made in some patentable &#34;matrix&#34; - true or not, many tests were showing that this product hits your body the same way regular pasta does.<br /><br />I cooked with this stuff for years.  Thousands, if not millions of us are really disappointed because we wanted this stuff to b",0
"Title: not for runners, stopped working after 2nd use
Review: for me it seemed pretty accurate, or at least accurate enough. I bought this because it said it was accurate for running and I wanted to be able to calculate distance.<br />*The problem is that if you get this product wet it no longer works. I don't mean soaked, I mean a little wet from sweat. The pedometer only flashes random black lines now after using it twice. Where this becomes problematic is that with no clip you can not take this running unless if you are going to put it in a sports bra or something close enough to your body to get sweat on it. I really don't know if this pedometer is just cheap or if it really is not for runners.<br /> Perhaps if you just want to know how much you walk at work or something in doors it could maybe la",0
"Title: Not a bad choice for a quick meal at night as well as breakfast
Review: My husband has been a faithful Frosted Flakes eater for the 20 years of our marriage and long ago I gave up trying to get him to eat an &#34;adult&#34; cereal. This has vitamins and whatnot in it, he eats it with real milk and it makes him happy. Who am I to mess with a good thing? Besides, I ate a Donut-Burger yesterday....<br /><br />I do appreciate being able to buy these through the Prime Pantry Boxes so I can keep a medium sized box on hand - our local stores only carry those huge, family sized boxes. This cereal is actually a decent dessert choice on sandwich night as well as a quick breakfast.",1
"Title: Looks good and works!
Review: I decided to try one of three screens so I can keep my door open without insects coming in. There are so many screens advertised and after reading the reviews I decided on this one.  It's well made, and was easy to set up.  The magnetic closure works great as long as you dont have anything metal close by, since when you got through or if the wind blows really heavy, it may attach to that metal instead of closing back.  It is a bit to long for my doorway but the excess lays on the floor and is not a problem.  I like that  it also provides privacy as well as keeping insects out.",1
"Title: Perfect Fit!
Review: I've no idea why some are complaining that these cartridge filters are cheaply made, do not fit well or are hard to install, and the foam filters do not fit or tear. Is it possible they're trying to install these filters on the wrong shop-vac? Or...are trying to install the foam filter over the cartridge?<br /><br />All I can say is I have received mine a few days ago and they fit like a glove! Both of them, cartridge and foam are a perfect fit, and both work like a charm!<br /><br />And, for a third of the price of the original filters, I can afford to keep buying these! I have no complaints! And, as a bonus, the cartridge filter is washable! How good is that?",1
"Title: Purple dries badly: cheap and ugly
Review: I enjoyed having a full set of oil pants to play with for the first time, but when I painted using the purple, it lost a lot of color when it dried. It would be a good set for beginners, except that if your painting dries badly, you might not want to continue oil painting.<br />I painted the picture attached. The darker purple was the day it was applied, still wet. I liked it, and just wanted to do another coat after it dried to round out the color and details. Two months later, it looks like the second picture: crusty, chalky, waxy and translucent. I don’t even know if I can paint over top with a better paint.",0
"Title: A Joke
Review: My mother was offered a free trial of this stuff if she paid for postage.  She took it. When she got it we noticed she was being billed for the product which should have been free. Thankfully ,her credit card handled it for her . Because of her upset she refused to touch the product so it sat on her shelf till I asked her to try it.<br /><br />I have a good amount of experience with facial products. I could easily write factual informational blogs on them. At first, I was excited as the package labeling said ""no this"" and ""no that"" in regard to harmful ingredients and I was happy it seemed to be fragrance free. However, the proof is in the pudding. The cream was overly thick-the consistence of lard. Although it did eventually absorb after a",0
"Title: Excellent quality on all components
Review: These amber glass bottles, and included components, are of excellent quality.  I have ordered glass bottles in the past and while the bottles themselves were always okay, the sprayer was often inferior (plus they usually don’t have the other components such as labels, funnel, marking pen, caps).  The glass bottles are great, gorgeous color and sturdy glass.  Colored bottles are needed for certain liquids (peroxide, for example, always comes in an amber/brown container to protect it from light).  The sprayer is high quality and is sturdy.  The spray action is also great - you can set it on mist or stream.  As I noted, the sprayer has been my downfall on previous bottle purchases, so I am happy to see that the sprayers on these are top notch.",1
"Title: Terrible smell- not coconut milk
Review: I was excited to try this brand because it was recommended by ATK. After I received deeply dented cans, I was leery of using the product. Went to store and purchased Native Forest coconut milk. Out of curiosity, I opened both cans. The Native Forest smelled sweet and coconut-y and  tasted delicious! I opened the Chaokoh cans to dump down the drain. Very weird chemical smell and nothing like coconut. I did not dare try it. Afraid I would die of botulism on the spot. Poured it out and recycled the cans. What a waste!",0
"Title: Poorly Engineered, Aggravating Locking Device
Review: I have pruned many varieties spanning 49 years. This device has a poorly designed locking mechanism, built with a thin piece of metal that is too weak to hold the pruner in the open position. It will lock and slow down your work as you have to slide the cheap plastic slide back into the open position. I'm extremely disappointed in this device. It will initially work well, but after minimal use mine began locking up frequently. If you own one, I wish you luck. If thinking about buying one beware.",0
"Title: 10 REGULAR AND 90 SMALL
Review: I don't buy safety pins very often, but find them handy from time to time.  So, I thought I would buy an  &#34;assortment&#34;  pack, but what I got was a whole lot of very small safety pins.  IN THE PACK --&#62;  Size #3 (2&#34;) = 5,  Size #2 (1-1/2&#34;) = 5,  Size #00 (3/4&#34;) = 15, AND SIZE #1 (1&#34;) = 75.  It is an &#34;assortment&#34;, but I would have thought that I would get a little better size parity.  Let's see if I can find any charity to donate these to, or maybe I can send them back with an &#34;F&#34;.  If you want little safety pins, this is your deal.",0
"Title: not a quality product
Review: Arrived in a damaged package , taped all over. Product looked OK. After installation on our dingy we noticed that one of the zipper that is used to attach the bag was broken, overall quality of the work is not there. Returning<br />Update: Seller agreed to accept returned but not shipping cost. So, here is what you might face - they take your money, ship defective item to you and you have to pay to ship it back. The cost of shipping to Canada? It depends, but it is high, plus paperwork is involved. So, this ""product"" goes to a garbage can. I will post pictures soon so you judge by yourself.",0
"Title: Where do I begin ...
Review: These hoops are my literal personality ... I found this Californian artisan many years ago on Etsy, for reasons I can't remember, I started purchasing the hoops from her here on Amazon (probably convenience). For the past 10 years (that's my time frame estimate), I wear these hoops every single day ... I was a hoop girl that has grown into a hoop woman, with that being said, I can't do the weight of a heavy hoop like in the heyday of the 90's ... These hoops are super light in weight, but still give just enough of that certain hoop vibe necessary for people to see to understand who I am as a human (before I even speak). I buy about two or three a year, I'll lose one or they bend a little ... I think the last pair I ordered lasted me the lon",1
"Title: I saw there was a pretty big kink in the tubing
Review: We bought this for halloween this year. I cant wait to use it Halloween night. When I first turned it on, it made the really loud sound as others have described. I went back looking through the reviews and about the guy who had a split tube and saw that after fixing his tube, he didn't have an issue. I looked at my tubing, it is extremely cheap tubing. I saw there was a pretty big kink in the tubing. I fixed it and it worked perfectly. I had tons of smoke. And the loud sound was completely gone. I live in Florida where there is high humidity, I don't know if that made a difference in making a ton of fog versus other people's experience but it did a great job. I've been playing with it every day trying to figure out positioning for the grave",1
